"X_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2969224,4154515,2017,NA,1960,"PRIVATE",8,"Eglinton-Lawrence","52 NEPTUNE DR",3,12,"2022-11-21",70,"Evaluation needs to be conducted in 2 years",16,3,3,4,3,4,4,NA,3,NA,NA,4,4,5,2,4,4,2,3,4,NA,"N0823",43.732014889,-79.434846428,310032.945,4843342.289
2969225,4154057,2017,NA,1971,"PRIVATE",19,"Beaches-East York","7 PARK VISTA",8,84,"2022-11-21",88,"Evaluation needs to be conducted in 3 years",19,4,4,5,4,4,5,NA,5,4,4,4,4,5,4,5,5,5,4,4,5,"S1927",43.6978931124,-79.298058957,321061.744,4839568.208
2969226,4154054,2017,NA,1971,"PRIVATE",19,"Beaches-East York","8 PARK VISTA",8,56,"2022-11-21",88,"Evaluation needs to be conducted in 3 years",18,5,4,5,5,4,5,NA,4,4,3,4,4,5,4,5,5,5,4,4,NA,"S1927",43.6985479321,-79.2974887076,321107.534,4839641.066
2969227,4243431,2017,NA,1968,"PRIVATE",7,"Humber River-Black Creek","2801 JANE ST",17,234,"2022-11-21",79,"Evaluation needs to be conducted in 2 years",17,5,3,5,3,NA,5,3,4,4,NA,4,4,5,3,4,3,4,3,5,NA,"W0730",43.750216797,-79.515167827,303562.808,4845362.501
2969228,4154423,2017,NA,1969,"PRIVATE",6,"York Centre","2856 KEELE ST",3,11,"2022-11-21",80,"Evaluation needs to be conducted in 2 years",9,NA,3,4,NA,NA,NA,NA,5,NA,NA,NA,NA,5,4,4,4,NA,4,3,NA,"N0627",43.7318064757,-79.4837155622,306096.383,4843316.247
2969229,4154422,2017,NA,1960,"PRIVATE",6,"York Centre","2864 KEELE ST",3,11,"2022-11-21",71,"Evaluation needs to be conducted in 2 years",15,3,3,4,3,3,4,NA,4,NA,NA,4,4,5,NA,3,3,3,4,3,NA,"N0627",43.7321402537,-79.4838447849,306085.967,4843353.326
2969230,4154420,2017,NA,1959,"PRIVATE",6,"York Centre","2868 KEELE ST",3,30,"2022-11-21",67,"Evaluation needs to be conducted in 2 years",14,3,3,3,3,NA,4,NA,NA,NA,NA,3,4,5,4,3,3,3,4,2,NA,"N0627",43.7325134552,-79.4840467169,306069.693,4843394.784
2969231,4154427,2018,NA,1968,"PRIVATE",6,"York Centre","2900 KEELE ST",3,12,"2022-11-21",58,"Evaluation needs to be conducted in 1 year",16,2,3,3,3,2,3,NA,4,NA,NA,3,3,5,3,2,2,2,3,3,NA,"N0627",43.733936256,-79.484144321,306061.54,4843553.804
2969232,4155617,2017,NA,1971,"TCHC",7,"Humber River-Black Creek","2999 JANE ST",15,188,"2022-11-21",70,"Evaluation needs to be conducted in 2 years",16,3,3,5,3,NA,4,NA,3,3,NA,3,4,5,3,3,3,3,4,4,NA,"W0730",43.7543465007,-79.5161715175,303482.324,4845820.354
2969233,4154424,2017,NA,1955,"PRIVATE",6,"York Centre","2854 KEELE ST",3,11,"2022-11-21",61,"Evaluation needs to be conducted in 1 year",15,2,2,2,3,3,3,NA,3,NA,NA,3,3,5,3,4,3,NA,4,3,NA,"N0627",43.7316216812,-79.4836767511,306099.513,4843295.718
2969234,4153601,2017,NA,1969,"PRIVATE",13,"Toronto Centre","650 PARLIAMENT ST",22,568,"2022-11-21",78,"Evaluation needs to be conducted in 2 years",18,5,4,5,3,3,5,3,4,4,NA,3,4,4,4,4,4,4,4,3,NA,"S1323",43.6696118145,-79.3706631071,315214.451,4836414.664
2969235,4154050,2017,NA,1965,"PRIVATE",19,"Beaches-East York","195 REXLEIGH DR",6,106,"2022-11-21",76,"Evaluation needs to be conducted in 2 years",18,5,4,5,3,3,2,NA,3,5,3,4,3,5,4,5,4,3,3,4,NA,"S1927",43.704991699,-79.305610532,320450.958,4840356.382
2969236,4154056,2017,NA,1971,"PRIVATE",19,"Beaches-East York","2 PARK VISTA",11,121,"2022-11-21",88,"Evaluation needs to be conducted in 3 years",18,5,4,5,4,4,5,NA,5,4,3,4,5,5,5,5,4,5,4,3,NA,"S1927",43.6980839027,-79.3005296419,320862.542,4839588.937
2969237,4155192,2017,NA,1960,"PRIVATE",5,"York South-Weston","31 ROCKCLIFFE BLVD",3,39,"2022-11-21",75,"Evaluation needs to be conducted in 2 years",16,5,5,2,4,5,5,NA,4,NA,3,4,4,4,2,4,4,NA,2,3,NA,"W0535",43.6812983085,-79.4909278516,305515.835,4837704.985
2969238,4153666,2017,NA,1930,"PRIVATE",19,"Beaches-East York","2373 QUEEN ST E",3,27,"2022-11-21",74,"Evaluation needs to be conducted in 2 years",14,4,4,4,3,4,3,NA,4,NA,NA,4,4,5,3,3,4,NA,3,NA,NA,"S1942",43.6723206085,-79.2877515365,321899.772,4836729.269
2969239,4155401,2017,NA,1969,"PRIVATE",2,"Etobicoke Centre","535 THE EAST MALL",7,90,"2022-11-21",76,"Evaluation needs to be conducted in 2 years",17,4,4,5,2,4,3,NA,4,3,5,2,2,5,4,5,5,4,4,NA,NA,"W0232",43.6517984976,-79.5625281219,299740.547,4834429.513
2969240,4152795,2017,NA,1968,"PRIVATE",20,"Scarborough Southwest","3091 EGLINTON AVE E",7,79,"2022-11-21",91,"Evaluation needs to be conducted in 3 years",19,5,3,5,5,3,5,5,5,5,5,3,5,5,5,5,3,5,5,4,NA,"E2027",43.7409544272,-79.2260065723,326853.597,4844368.692
2969241,4152788,2017,NA,1953,"PRIVATE",20,"Scarborough Southwest","3111 EGLINTON AVE E",6,68,"2022-11-21",81,"Evaluation needs to be conducted in 2 years",20,5,3,3,3,3,5,5,5,5,5,4,3,5,3,5,3,3,3,5,5,"E2027",43.7415952202,-79.2240381371,327011.907,4844440.398
2969242,4156337,2017,NA,1970,"PRIVATE",6,"York Centre","190 EXBURY RD",19,154,"2022-11-21",75,"Evaluation needs to be conducted in 2 years",19,4,4,5,2,3,3,4,4,5,2,4,4,5,4,4,3,4,4,3,NA,"N0627",43.729239154,-79.509192255,304054.473,4843029.277
2969243,4155812,2017,NA,1970,"PRIVATE",6,"York Centre","200 EXBURY RD",20,154,"2022-11-21",75,"Evaluation needs to be conducted in 2 years",19,4,4,5,3,3,3,4,3,5,2,4,4,5,4,3,4,4,4,3,NA,"N0627",43.728487665,-79.509556463,304021.422,4842944.744
2969244,4152789,2020,NA,1960,"PRIVATE",20,"Scarborough Southwest","3121 EGLINTON AVE E",6,81,"2022-11-21",80,"Evaluation needs to be conducted in 2 years",18,5,3,5,3,5,5,NA,5,5,NA,3,3,5,3,5,3,3,3,3,5,"E2027",43.7415452404,-79.2234208704,327061.643,4844435.008
2969245,4154369,2017,NA,1953,"PRIVATE",6,"York Centre","823 WILSON AVE",3,11,"2022-11-21",61,"Evaluation needs to be conducted in 1 year",14,3,2,3,3,2,3,NA,NA,NA,NA,3,3,5,4,3,3,NA,3,3,NA,"N0632",43.7316251589,-79.461395515,307894.467,4843296.678
2969246,4154368,2017,NA,1953,"PRIVATE",6,"York Centre","825 WILSON AVE",3,11,"2022-11-21",64,"Evaluation needs to be conducted in 1 year",14,3,2,3,3,2,3,NA,NA,NA,NA,3,3,5,4,4,4,NA,3,3,NA,"N0632",43.7315326231,-79.4618093848,307861.13,4843286.382
2969247,4155618,2017,NA,1972,"TCHC",7,"Humber River-Black Creek","15 TOBERMORY DR",24,374,"2022-11-21",68,"Evaluation needs to be conducted in 2 years",18,3,3,5,2,3,4,3,3,3,NA,2,4,5,4,3,3,3,4,4,NA,"W0725",43.760168119,-79.507896791,304069.821,4846499.065
2969248,4154387,2017,NA,1958,"PRIVATE",6,"York Centre","1515 WILSON AVE",4,55,"2022-11-21",63,"Evaluation needs to be conducted in 1 year",15,4,3,2,3,3,3,NA,3,NA,NA,3,3,5,3,3,3,NA,3,3,NA,"N0631",43.7208314192,-79.5060339376,304298.338,4842096.898
2969249,4154386,2017,NA,1958,"PRIVATE",6,"York Centre","1525 WILSON AVE",4,21,"2022-11-21",59,"Evaluation needs to be conducted in 1 year",16,3,2,2,3,3,3,NA,3,NA,NA,3,3,5,3,3,3,2,3,3,NA,"N0631",43.7207617209,-79.5064382692,304265.757,4842089.159
2969250,4155875,2017,NA,1967,"PRIVATE",2,"Etobicoke Centre","5 CAPRI RD",25,329,"2022-11-21",92,"Evaluation needs to be conducted in 3 years",19,4,5,5,4,4,5,5,4,5,5,4,5,5,4,5,4,5,4,5,NA,"W0232",43.651709561,-79.564536328,299578.285,4834420.709
2969251,4154393,2017,NA,1958,"PRIVATE",6,"York Centre","1395 WILSON AVE",4,35,"2022-11-21",81,"Evaluation needs to be conducted in 2 years",15,4,4,5,4,4,4,3,4,NA,3,4,5,5,NA,4,4,NA,NA,4,NA,"N0631",43.7215142394,-79.5008149928,304718.854,4842172.729
2969252,4154367,2017,NA,1953,"PRIVATE",6,"York Centre","827 WILSON AVE",3,11,"2022-11-21",65,"Evaluation needs to be conducted in 1 year",15,3,2,3,3,3,3,NA,3,NA,NA,3,3,5,4,3,4,NA,4,3,NA,"N0632",43.7314312704,-79.4622110913,307828.773,4843275.107
2969253,4154366,2017,NA,1953,"PRIVATE",6,"York Centre","829 WILSON AVE",3,11,"2022-11-21",64,"Evaluation needs to be conducted in 1 year",14,3,2,3,3,2,3,NA,NA,NA,NA,3,3,5,4,4,3,NA,4,3,NA,"N0632",43.7313244643,-79.4626281636,307795.179,4843263.226
2969254,4153692,2017,NA,1960,"PRIVATE",19,"Beaches-East York","419 WOODBINE AVE",3,11,"2022-11-21",86,"Evaluation needs to be conducted in 3 years",16,4,4,5,4,5,4,NA,4,NA,NA,4,4,5,4,5,4,5,4,4,NA,"S1938",43.6737471581,-79.3071214297,320337.471,4836883.957
2969255,4154382,2017,NA,1968,"PRIVATE",6,"York Centre","1277 WILSON AVE",4,80,"2022-11-21",72,"Evaluation needs to be conducted in 2 years",18,3,3,5,4,4,4,3,4,4,3,4,4,5,NA,4,3,2,3,3,NA,"N0631",43.723649067,-79.492914942,305355.071,4842410.858
2969256,4154398,2017,NA,1960,"PRIVATE",6,"York Centre","1305 WILSON AVE",8,86,"2022-11-21",72,"Evaluation needs to be conducted in 2 years",19,3,3,4,3,4,4,3,3,4,3,3,4,5,4,4,3,4,4,3,NA,"N0631",43.7234367633,-79.4949764367,305189.248,4842386.31
2969257,4154048,2017,NA,1959,"PRIVATE",19,"Beaches-East York","612 DAWES RD",6,65,"2022-11-21",93,"Evaluation needs to be conducted in 3 years",18,5,5,5,4,3,5,4,4,5,4,5,5,5,5,5,5,5,5,NA,NA,"S1927",43.707368794,-79.295895516,321233.295,4840622.311
2969258,4153994,2017,NA,1935,"PRIVATE",12,"Toronto-St. Paul's","190 COLIN AVE",6,40,"2022-11-21",72,"Evaluation needs to be conducted in 2 years",17,3,3,5,3,4,3,NA,3,5,4,2,4,5,2,5,3,NA,4,3,NA,"S1227",43.7055531895,-79.4028556914,312613.742,4840404.134
2969259,4257265,2017,NA,1969,"PRIVATE",11,"University-Rosedale","95 DAVENPORT RD",3,26,"2022-11-21",60,"Evaluation needs to be conducted in 1 year",14,3,4,4,3,3,1,NA,3,NA,NA,3,2,2,3,4,4,NA,3,NA,NA,"S1128",43.673636335,-79.391647025,313521.42,4836860.285
2969260,4156719,2017,NA,1900,"PRIVATE",11,"University-Rosedale","359 DAVENPORT RD",4,17,"2022-11-21",84,"Evaluation needs to be conducted in 2 years",15,4,2,5,4,5,4,NA,5,NA,NA,4,4,5,4,4,4,5,4,NA,NA,"S1127",43.675239791,-79.402243816,312666.71,4837037.335
2969261,4153144,2017,NA,1994,"SOCIAL HOUSING",10,"Spadina-Fort York","138 CLAREMONT ST",3,18,"2022-11-21",63,"Evaluation needs to be conducted in 1 year",15,3,4,5,2,3,3,NA,4,NA,NA,2,2,5,3,3,4,2,2,NA,NA,"S1022",43.6499453573,-79.411506674,311923.107,4834225.424
2969262,4154450,2019,NA,1958,"PRIVATE",6,"York Centre","2 DORADO CRT",4,87,"2022-11-21",63,"Evaluation needs to be conducted in 1 year",15,2,3,3,3,2,3,NA,3,NA,NA,3,3,5,4,3,3,NA,4,3,NA,"N0627",43.7384416423,-79.4861508679,305900.09,4844053.338
2969263,4716071,2020,NA,1972,"PRIVATE",7,"Humber River-Black Creek","10 YORKWOODS GT",10,58,"2022-11-21",67,"Evaluation needs to be conducted in 2 years",18,3,3,5,3,2,4,2,2,3,NA,3,5,5,3,3,3,3,4,4,NA,"W0730",43.751648415,-79.513392929,303705.771,4845521.521
2969264,4154391,NA,NA,1958,"PRIVATE",6,"York Centre","1477 WILSON AVE",4,42,"2022-11-21",66,"Evaluation needs to be conducted in 2 years",13,3,2,3,NA,NA,NA,NA,3,NA,NA,3,3,5,4,4,3,3,4,3,NA,"N0631",43.7210302198,-79.5035704823,304496.836,4842118.967
2969265,4154388,2017,NA,1958,"PRIVATE",6,"York Centre","1505 WILSON AVE",4,55,"2022-11-21",57,"Evaluation needs to be conducted in 1 year",15,2,2,2,3,3,3,NA,3,NA,NA,3,3,5,2,3,3,NA,3,3,NA,"N0631",43.7207964113,-79.5055990345,304333.381,4842093.005
2969266,4154409,2018,NA,1967,"PRIVATE",6,"York Centre","5 AGATE RD",11,118,"2022-11-21",73,"Evaluation needs to be conducted in 2 years",19,3,3,4,4,4,4,4,3,4,4,3,3,5,4,3,3,4,4,3,NA,"N0627",43.7272498456,-79.4852956,305969.165,4842810.005
2969267,4154468,2017,NA,1967,"PRIVATE",7,"Humber River-Black Creek","170 SENTINEL RD",4,60,"2022-11-21",81,"Evaluation needs to be conducted in 2 years",18,4,4,5,3,4,4,4,4,3,4,4,5,5,NA,4,4,4,3,5,NA,"W0731",43.75162192,-79.4974696596,304988.387,4845517.507
2969268,4154469,2017,NA,1970,"PRIVATE",7,"Humber River-Black Creek","390 SENTINEL RD",4,53,"2022-11-21",66,"Evaluation needs to be conducted in 2 years",14,3,4,4,2,NA,3,NA,3,3,NA,2,3,5,NA,4,4,NA,4,2,NA,"W0731",43.7602548577,-79.5002027299,304768.3,4846476.582
2969269,4155657,2017,NA,1973,"TCHC",2,"Etobicoke Centre","7 CAPRI RD",20,275,"2022-11-18",71,"Evaluation needs to be conducted in 2 years",19,3,4,5,2,3,4,3,4,3,4,2,4,5,4,4,4,3,4,2,NA,"W0232",43.652915828,-79.564476577,299618.342,4834530.235
2969270,4154414,2017,NA,1957,"PRIVATE",6,"York Centre","2842 KEELE ST",3,12,"2022-11-18",63,"Evaluation needs to be conducted in 1 year",15,2,3,3,3,3,4,NA,4,NA,NA,3,3,5,3,3,2,NA,4,2,NA,"N0627",43.7308620481,-79.4833771869,306123.66,4843211.332
2969271,4154510,NA,NA,1957,"PRIVATE",8,"Eglinton-Lawrence","32 WASDALE CRES",3,10,"2022-11-18",65,"Evaluation needs to be conducted in 1 year",16,3,3,2,3,4,3,NA,5,NA,NA,3,3,3,4,4,3,2,3,4,NA,"N0823",43.7308261841,-79.4370615952,309854.86,4843209.136
2969272,4155111,2017,NA,1958,"PRIVATE",5,"York South-Weston","85 CLEARVIEW HTS",3,35,"2022-11-18",87,"Evaluation needs to be conducted in 3 years",15,3,4,5,3,4,5,NA,5,NA,NA,4,4,5,5,4,5,NA,5,4,NA,"W0532",43.692772378,-79.483091733,306147.185,4838980.741
2969273,4153423,2017,NA,2005,"PRIVATE",13,"Toronto Centre","167 CHURCH ST",28,388,"2022-11-18",100,"Evaluation needs to be conducted in 3 years",19,5,5,5,5,NA,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"S1332",43.6544377686,-79.3759611563,314805.505,4834950.321
2969274,4152892,2018,NA,1970,"PRIVATE",23,"Scarborough North","5600 SHEPPARD AVE E",10,120,"2022-11-18",84,"Evaluation needs to be conducted in 2 years",18,5,5,5,3,3,5,3,4,4,NA,3,4,3,5,5,5,5,5,4,NA,"E2330",43.7950106411,-79.2363445715,326001.927,4850371.395
2969275,4156076,2017,NA,1979,"PRIVATE",23,"Scarborough North","1580 SANDHURST CRCL",20,238,"2022-11-18",94,"Evaluation needs to be conducted in 3 years",18,5,5,5,5,5,5,4,5,5,NA,5,5,5,5,5,5,4,4,3,NA,"E2322",43.807671204,-79.271262134,323198.048,4851844.093
2969276,4156342,2017,NA,1979,"PRIVATE",23,"Scarborough North","1600 SANDHURST CRCL",20,238,"2022-11-18",90,"Evaluation needs to be conducted in 3 years",18,5,5,5,5,3,5,4,5,5,NA,5,5,5,4,5,5,4,3,3,NA,"E2322",43.807552003,-79.272681054,323231.122,4851727.639
2969277,4155397,2018,NA,1952,"PRIVATE",2,"Etobicoke Centre","440 RATHBURN RD",7,80,"2022-11-18",72,"Evaluation needs to be conducted in 2 years",17,4,4,5,3,4,3,NA,5,4,4,3,4,1,3,4,3,3,4,NA,NA,"W0225",43.6542760057,-79.571409419,299024.393,4834705.336
2969278,4155204,2017,NA,1960,"PRIVATE",4,"Parkdale-High Park","4033 OLD DUNDAS ST",5,47,"2022-11-18",67,"Evaluation needs to be conducted in 2 years",15,3,3,5,3,3,3,NA,3,NA,NA,3,4,5,3,3,3,NA,3,3,NA,"S0421",43.6637082321,-79.5023379758,304595.728,4835750.825
2969279,4155203,2017,NA,1958,"PRIVATE",4,"Parkdale-High Park","4070 OLD DUNDAS ST",5,48,"2022-11-18",73,"Evaluation needs to be conducted in 2 years",18,4,5,4,3,3,3,NA,4,4,4,3,4,4,4,4,3,4,3,3,NA,"S0421",43.662865718,-79.504063965,304456.251,4835658.189
2969280,4155275,2017,NA,1960,"PRIVATE",3,"Etobicoke-Lakeshore","16 RIVERWOOD PKWY",5,45,"2022-11-18",81,"Evaluation needs to be conducted in 2 years",18,4,4,5,4,4,3,NA,5,5,4,3,4,4,3,5,5,4,4,3,NA,"W0327",43.6390524323,-79.4890660176,305666.544,4833011.753
2969281,4155612,2017,NA,1956,"TCHC",19,"Beaches-East York","93 EDGEWOOD AVE",4,43,"2022-11-18",78,"Evaluation needs to be conducted in 2 years",18,3,3,5,4,3,5,NA,5,4,4,4,4,3,4,4,4,5,3,3,NA,"S1937",43.6725576536,-79.314197336,319767.198,4836750.522
2969282,4153681,2017,NA,1960,"PRIVATE",19,"Beaches-East York","15 EASTWOOD RD",4,24,"2022-11-18",86,"Evaluation needs to be conducted in 3 years",16,4,5,5,4,3,5,NA,4,NA,NA,4,4,5,4,5,4,5,4,4,NA,"S1937",43.6728164425,-79.3184832171,319421.536,4836778.516
2969283,4153983,2018,NA,1953,"PRIVATE",8,"Eglinton-Lawrence","2601 BATHURST ST",6,62,"2022-11-18",78,"Evaluation needs to be conducted in 2 years",18,4,5,5,4,4,4,NA,4,4,3,2,4,5,4,4,4,3,3,4,NA,"N0833",43.7074440123,-79.4262923027,310724.736,4840612.236
2969284,4155767,2017,NA,1960,"PRIVATE",6,"York Centre","10 ELLISON AVE",3,12,"2022-11-18",75,"Evaluation needs to be conducted in 2 years",16,3,4,5,3,3,3,NA,3,NA,NA,3,4,5,4,4,4,5,4,3,NA,"N0629",43.7500169368,-79.4379486649,309781.844,4845341.052
2969285,4155850,2017,NA,2005,"PRIVATE",6,"York Centre","3810 BATHURST ST",6,84,"2022-11-18",99,"Evaluation needs to be conducted in 3 years",19,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,NA,"N0629",43.738917845,-79.4348039821,310036.024,4844108.198
2969286,4155119,2017,NA,1960,"PRIVATE",5,"York South-Weston","40 TRETHEWEY DR",3,45,"2022-11-18",83,"Evaluation needs to be conducted in 2 years",15,4,4,5,4,2,4,NA,3,NA,NA,4,5,5,3,5,5,NA,5,4,NA,"W0532",43.6926109398,-79.4780640156,306552.743,4838961.923
2969287,4155103,2017,NA,1950,"PRIVATE",5,"York South-Weston","98 TRETHEWEY DR",3,10,"2022-11-18",79,"Evaluation needs to be conducted in 2 years",15,3,3,5,3,3,3,NA,5,NA,NA,4,5,5,5,4,3,NA,5,3,NA,"W0532",43.6934431734,-79.4823929149,306203.767,4839054.32
2969288,4155102,2017,NA,1950,"PRIVATE",5,"York South-Weston","100 TRETHEWEY DR",3,11,"2022-11-18",81,"Evaluation needs to be conducted in 2 years",15,4,3,5,4,3,3,NA,5,NA,NA,5,5,5,3,5,3,NA,5,3,NA,"W0532",43.6932514595,-79.4827536797,306174.69,4839033.016
2969289,4155110,2017,NA,1957,"PRIVATE",5,"York South-Weston","102 TRETHEWEY DR",4,30,"2022-11-18",84,"Evaluation needs to be conducted in 2 years",16,4,5,5,4,3,3,NA,3,NA,NA,5,3,5,4,5,5,5,5,3,NA,"W0532",43.6931177015,-79.4834759702,306116.469,4839018.146
2969290,4152680,2017,NA,1958,"PRIVATE",20,"Scarborough Southwest","2231 EGLINTON AVE E",6,110,"2022-11-18",84,"Evaluation needs to be conducted in 2 years",17,5,3,5,5,5,5,NA,5,5,NA,3,3,5,3,5,3,5,3,3,NA,"E2023",43.729743761,-79.275420911,322876.591,4843112.275
2969291,4152681,2017,NA,1958,"PRIVATE",20,"Scarborough Southwest","2233 EGLINTON AVE E",6,110,"2022-11-18",84,"Evaluation needs to be conducted in 2 years",17,5,3,5,5,5,5,NA,5,5,NA,3,3,5,3,5,3,5,3,3,NA,"E2023",43.729840133,-79.274983998,322911.762,4843123.078
2969292,4152684,2017,NA,1962,"PRIVATE",20,"Scarborough Southwest","2323 EGLINTON AVE E",7,75,"2022-11-18",93,"Evaluation needs to be conducted in 3 years",18,5,3,5,5,5,3,NA,5,5,5,3,5,5,5,5,5,5,5,5,NA,"E2023",43.731089491,-79.27051348,323259.124,4843268.708
2969293,4154505,2017,NA,1957,"PRIVATE",8,"Eglinton-Lawrence","8 WASDALE CRES",3,10,"2022-11-18",69,"Evaluation needs to be conducted in 2 years",16,3,4,4,3,3,2,NA,3,NA,NA,2,4,5,4,4,4,2,4,4,NA,"N0823",43.7312468474,-79.4350947761,310013.27,4843255.994
2969294,4156316,2017,NA,1969,"TCHC",19,"Beaches-East York","444 LUMSDEN AVE",42,183,"2022-11-18",69,"Evaluation needs to be conducted in 2 years",19,4,3,5,3,4,4,4,4,2,NA,3,3,3,3,4,3,3,3,3,5,"S1930",43.695629657,-79.302310982,320791.011,4839337.097
2969295,4156558,2018,NA,1970,"PRIVATE",24,"Scarborough-Guildwood","3967 LAWRENCE AVE E",10,102,"2022-11-18",88,"Evaluation needs to be conducted in 3 years",18,5,5,5,4,4,4,4,5,5,NA,4,5,5,4,4,5,5,4,2,NA,"E2431",43.7639678832,-79.2032064832,328680.928,4846931.64
2969296,4155273,NA,NA,1961,"PRIVATE",3,"Etobicoke-Lakeshore","28 RIVERWOOD PKWY",7,58,"2022-11-18",88,"Evaluation needs to be conducted in 3 years",18,5,4,5,5,5,3,NA,3,5,3,5,5,5,4,5,5,5,4,3,NA,"W0327",43.6393299361,-79.4902695407,305569.433,4833042.572
2969297,4154080,2017,NA,1962,"TCHC",19,"Beaches-East York","9 HALDON AVE",6,200,"2022-11-18",89,"Evaluation needs to be conducted in 3 years",20,4,4,5,5,4,5,5,4,5,5,4,5,5,3,5,4,3,5,5,4,"S1926",43.698524498,-79.311523697,319975.998,4839636.799
2969298,4154416,2017,NA,1955,"PRIVATE",6,"York Centre","2816 KEELE ST",3,12,"2022-11-18",71,"Evaluation needs to be conducted in 2 years",15,3,3,3,4,3,3,NA,4,NA,NA,4,3,5,5,2,3,NA,5,3,NA,"N0627",43.729460131,-79.483123472,306144.125,4843055.59
2969299,4154415,2017,NA,1972,"PRIVATE",6,"York Centre","2818 KEELE ST",3,11,"2022-11-18",64,"Evaluation needs to be conducted in 1 year",15,3,3,4,2,2,3,NA,4,NA,NA,3,4,5,3,3,3,NA,4,2,NA,"N0627",43.7296930914,-79.4831794143,306139.614,4843081.47
2969300,4155112,2017,NA,1915,"PRIVATE",5,"York South-Weston","83 CLEARVIEW HTS",3,40,"2022-11-18",72,"Evaluation needs to be conducted in 2 years",15,3,4,5,4,3,4,NA,3,NA,NA,4,3,3,3,3,4,NA,5,3,NA,"W0532",43.692623122,-79.48295506,306158.205,4838964.161
2969301,4154698,2017,NA,1962,"PRIVATE",6,"York Centre","15 CANYON AVE",21,117,"2022-11-17",87,"Evaluation needs to be conducted in 3 years",19,5,4,5,4,4,4,4,5,5,NA,4,4,5,4,4,5,4,4,4,5,"N0624",43.757154574,-79.436224864,NA,NA
2969302,4152740,2017,NA,1965,"PRIVATE",24,"Scarborough-Guildwood","555 BRIMORTON DR",15,180,"2022-11-17",93,"Evaluation needs to be conducted in 3 years",19,5,5,5,5,5,5,4,4,4,NA,4,5,5,4,5,4,5,4,5,5,"E2425",43.7728909718,-79.231398356,326407.892,4847915.281
2969303,4155170,2017,NA,1961,"PRIVATE",5,"York South-Weston","2220 WESTON RD",6,93,"2022-11-17",79,"Evaluation needs to be conducted in 2 years",19,5,5,4,3,4,1,NA,5,4,3,4,4,5,4,4,5,4,3,3,5,"W0524",43.7035934796,-79.5272812231,302585.697,4840182.329
2969304,4155169,2017,NA,1961,"PRIVATE",5,"York South-Weston","2222 WESTON RD",6,65,"2022-11-17",76,"Evaluation needs to be conducted in 2 years",19,4,5,4,3,4,1,NA,5,4,3,4,4,5,4,4,1,5,4,3,5,"W0524",43.703825264,-79.52767378,302553.804,4840209.042
2969305,4155167,2017,NA,1962,"PRIVATE",5,"York South-Weston","2260 WESTON RD",9,116,"2022-11-17",69,"Evaluation needs to be conducted in 2 years",19,3,5,4,3,3,2,3,5,4,3,2,2,5,4,4,4,4,4,2,NA,"W0524",43.7043341171,-79.5286680785,302473.953,4840264.645
2969306,4155134,2017,NA,1960,"PRIVATE",5,"York South-Weston","19 DENISON RD E",3,26,"2022-11-17",73,"Evaluation needs to be conducted in 2 years",15,4,3,5,3,4,3,NA,3,NA,NA,3,4,5,3,3,5,NA,5,2,NA,"W0527",43.696310244,-79.506587145,304253.209,4839373.738
2969307,4155135,2017,NA,1958,"PRIVATE",5,"York South-Weston","21 DENISON RD E",3,17,"2022-11-17",91,"Evaluation needs to be conducted in 3 years",15,4,5,5,4,4,4,NA,5,NA,NA,4,5,5,5,5,5,NA,5,3,NA,"W0527",43.696366279,-79.506408632,304267.6,4839379.961
2969308,4152798,2017,NA,1965,"PRIVATE",24,"Scarborough-Guildwood","15 COUGAR CRT",17,193,"2022-11-17",82,"Evaluation needs to be conducted in 2 years",18,4,3,5,4,5,5,4,5,3,NA,4,4,5,3,5,4,4,3,4,NA,"E2433",43.7449791335,-79.2174778122,327539.033,4844818.088
2969309,4154039,2017,NA,1953,"PRIVATE",19,"Beaches-East York","516 DAWES RD",4,46,"2022-11-17",58,"Evaluation needs to be conducted in 1 year",16,3,3,2,3,3,3,NA,3,NA,NA,3,3,4,2,3,2,4,3,2,NA,"S1927",43.7048505726,-79.2968176488,321159.922,4840341.406
