"_id","RSN","YEAR_REGISTERED","YEAR_EVALUATED","YEAR_BUILT","PROPERTY_TYPE","WARD","WARDNAME","SITE_ADDRESS","CONFIRMED_STOREYS","CONFIRMED_UNITS","EVALUATION_COMPLETED_ON","SCORE","RESULTS_OF_SCORE","NO_OF_AREAS_EVALUATED","ENTRANCE_LOBBY","ENTRANCE_DOORS_WINDOWS","SECURITY","STAIRWELLS","LAUNDRY_ROOMS","INTERNAL_GUARDS_HANDRAILS","GARBAGE_CHUTE_ROOMS","GARBAGE_BIN_STORAGE_AREA","ELEVATORS","STORAGE_AREAS_LOCKERS","INTERIOR_WALL_CEILING_FLOOR","INTERIOR_LIGHTING_LEVELS","GRAFFITI","EXTERIOR_CLADDING","EXTERIOR_GROUNDS","EXTERIOR_WALKWAYS","BALCONY_GUARDS","WATER_PEN_EXT_BLDG_ELEMENTS","PARKING_AREA","OTHER_FACILITIES","GRID","LATITUDE","LONGITUDE","X","Y"
2807639,"4154606","2017","2020","1950","PRIVATE","06","York Centre","4234 BATHURST ST","3","13","2020-12-08","70","Evaluation needs to be conducted in 2 years","16","3","3","4","3","4","3","N/A","4","N/A","N/A","4","3","5","3","3","3","3","4","4","N/A","N0629","43.7500704294","-79.4375522258","309813.766","4845347.018"
2807640,"4154605","2017","2020","1956","PRIVATE","06","York Centre","4238 BATHURST ST","3","13","2020-12-08","71","Evaluation needs to be conducted in 2 years","17","3","4","4","4","3","4","N/A","4","N/A","4","3","5","5","3","2","3","3","3","3","N/A","N0629","43.7503482219","-79.4375870637","309810.938","4845377.877"
2807641,"4154658","2017","2020","1955","PRIVATE","08","Eglinton-Lawrence","3253 BATHURST ST","4","22","2020-12-08","81","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","4","4","N/A","4","4","4","5","4","4","4","4","4","4","N/A","N0824","43.7237073315","-79.4303236253","310398.345","4842418.708"
2807642,"4155667","2017","2020","1971","TCHC","02","Etobicoke Centre","49 SCARLETTWOOD CRT","4","14","2020-12-08","72","Evaluation needs to be conducted in 2 years","17","4","4","5","3","4","4","N/A","2","N/A","2","4","4","5","4","4","2","3","4","3","N/A","W0224","43.693720176","-79.516153969","303485.161","4839089.472"
2807643,"4152871","2018","2020","1969","PRIVATE","22","Scarborough-Agincourt","3747 SHEPPARD AVE E","4","37","2020-12-08","77","Evaluation needs to be conducted in 2 years","18","4","4","4","4","4","4","4","4","4","N/A","4","3","5","3","4","4","3","4","3","N/A","E2232","43.7812689661","-79.2952353294","321266.557","4848831.45"
2807644,"4155074","2017","2020","1968","PRIVATE","09","Davenport","531 CALEDONIA RD","4","24","2020-12-08","75","Evaluation needs to be conducted in 2 years","15","3","4","5","4","3","4","N/A","3","N/A","N/A","3","4","5","4","3","3","N/A","4","4","N/A","S0921","43.6912694994","-79.4611736756","307914.356","4838813.374"
2807645,"4152852","2017","2020","1972","PRIVATE","22","Scarborough-Agincourt","2727 VICTORIA PARK AVE","13","178","2020-12-08","83","Evaluation needs to be conducted in 2 years","20","4","4","5","4","4","4","4","4","4","4","4","5","5","4","4","4","5","4","3","4","E2225","43.7774582202","-79.323301522","319008.345","4848402.903"
2807646,"4155635","2017","2020","1957","TCHC","08","Eglinton-Lawrence","1 REPLIN RD","3","31","2020-12-08","74","Evaluation needs to be conducted in 2 years","16","4","3","5","4","3","4","N/A","2","N/A","N/A","3","4","5","4","3","4","N/A","4","3","4","N0823","43.719043907","-79.4433371886","309350.165","4841899.794"
2807647,"4153755","2017","2020","1965","PRIVATE","15","Don Valley West","345 MERTON ST","10","109","2020-12-07","81","Evaluation needs to be conducted in 2 years","19","5","3","3","5","5","5","5","4","5","3","3","3","5","3","5","5","3","4","3","N/A","N1534","43.697986845","-79.38570781","313996.671","4839566.231"
2807648,"4154661","2017","2020","1970","PRIVATE","08","Eglinton-Lawrence","595 BROOKDALE AVE","7","47","2020-12-07","78","Evaluation needs to be conducted in 2 years","19","5","4","4","4","4","4","4","3","3","4","4","5","5","4","3","4","3","4","3","N/A","N0824","43.7242678241","-79.4295088351","310463.939","4842481.031"
2807649,"4154493","2017","2020","1967","PRIVATE","08","Eglinton-Lawrence","1049 LAWRENCE AVE W","3","20","2020-12-07","84","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","4","N/A","N/A","5","5","5","4","4","4","4","4","3","N/A","N0826","43.7126149261","-79.4604691719","307970.05","4841184.777"
2807650,"4154187","2017","2020","1962","PRIVATE","15","Don Valley West","15 MALLORY CRES","3","34","2020-12-07","89","Evaluation needs to be conducted in 3 years","18","5","3","3","5","5","4","N/A","3","5","5","4","5","5","5","5","4","5","5","4","N/A","N1535","43.6962315888","-79.3689911694","315344.674","4839372.292"
2807651,"4155686","2017","2020","2003","SOCIAL HOUSING","08","Eglinton-Lawrence","651 LAWRENCE AVE W","3","24","2020-12-07","89","Evaluation needs to be conducted in 3 years","17","4","4","4","5","5","4","N/A","4","4","N/A","5","4","5","5","5","5","N/A","5","3","5","N0827","43.7161036194","-79.4429013897","309385.499","4841573.16"
2807652,"4156391","2017","2020","1978","SOCIAL HOUSING","21","Scarborough Centre","1290 DANFORTH RD","8","179","2020-12-07","89","Evaluation needs to be conducted in 3 years","18","5","5","5","4","4","4","4","4","5","N/A","5","4","5","4","4","4","4","5","5","N/A","E2135","43.740755193","-79.246090296","325259.725","4844343.732"
2807653,"4152843","2017","2020","1994","SOCIAL HOUSING","24","Scarborough-Guildwood","228 GALLOWAY RD","5","60","2020-12-07","86","Evaluation needs to be conducted in 3 years","19","4","4","5","5","4","5","4","4","5","4","4","4","5","4","4","4","5","4","4","N/A","E2428","43.767932495","-79.197118281","329169.246","4847374.811"
2807654,"4155829","2017","2020","1940","PRIVATE","08","Eglinton-Lawrence","2674 YONGE ST","3","31","2020-12-07","76","Evaluation needs to be conducted in 2 years","14","4","4","4","4","4","4","N/A","3","N/A","N/A","4","3","5","4","3","3","N/A","4","N/A","N/A","N0829","43.716818521","-79.400781113","312779.193","4841656.826"
2807655,"4155191","2017","2020","1957","PRIVATE","05","York South-Weston","8 HECTOR AVE","3","18","2020-12-07","68","Evaluation needs to be conducted in 2 years","15","2","3","4","2","2","3","N/A","5","N/A","N/A","2","4","5","3","4","4","N/A","4","4","N/A","W0535","43.6801785779","-79.4898358831","305603.889","4837580.598"
2807656,"4168986","2017","2020","1984","SOCIAL HOUSING","01","Etobicoke North","30 HUMBERLINE DR","19","176","2020-12-07","81","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","4","4","4","4","N/A","4","4","5","4","4","4","N/A","4","4","N/A","W0125","43.7316900072","-79.6148713323","295530.634","4843309.676"
2807657,"4152713","2017","2020","1960","PRIVATE","21","Scarborough Centre","879 KENNEDY RD","4","29","2020-12-07","86","Evaluation needs to be conducted in 3 years","18","4","4","4","4","5","5","N/A","4","5","4","4","4","5","4","4","4","4","5","4","N/A","E2133","43.73995556","-79.270578917","323263.544","4844247.841"
2807658,"4152802","2017","2020","1975","PRIVATE","24","Scarborough-Guildwood","3434 EGLINTON AVE E","17","214","2020-12-07","80","Evaluation needs to be conducted in 2 years","20","4","4","5","3","4","4","3","4","4","4","3","4","5","4","4","4","5","4","4","4","E2433","43.7456216056","-79.2112167788","328043.056","4844891.19"
2807659,"4153757","2017","2020","1957","PRIVATE","15","Don Valley West","657 BALLIOL ST","4","29","2020-12-07","72","Evaluation needs to be conducted in 2 years","17","5","3","3","4","3","4","N/A","3","N/A","5","3","3","5","3","3","5","3","3","3","N/A","N1534","43.701182908","-79.3760801591","314772.44","4839921.468"
2807660,"4155665","2017","2020","2006","PRIVATE","15","Don Valley West","1425 BAYVIEW AVE","4","14","2020-12-07","98","Evaluation needs to be conducted in 3 years","18","5","5","5","5","N/A","5","5","5","5","5","5","5","5","5","5","5","N/A","5","3","5","N1535","43.7027252983","-79.3737282116","314961.743","4840093.105"
2807661,"4153773","2017","2020","1956","PRIVATE","15","Don Valley West","501 MOUNT PLEASANT RD","4","28","2020-12-07","88","Evaluation needs to be conducted in 3 years","16","5","3","5","4","5","5","N/A","4","N/A","5","4","3","3","5","4","5","N/A","5","5","N/A","N1534","43.7014503061","-79.3870380708","313889.185","4839949.914"
2807662,"4155084","2017","2020","1957","PRIVATE","05","York South-Weston","3 NASHVILLE AVE","4","21","2020-12-07","81","Evaluation needs to be conducted in 2 years","15","3","4","5","4","5","3","N/A","4","N/A","N/A","4","4","5","4","4","4","N/A","4","4","N/A","W0536","43.6832687554","-79.4730881792","306954.151","4837924.166"
2807663,"4156242","2017","2020","1985","SOCIAL HOUSING","24","Scarborough-Guildwood","4201 KINGSTON RD","3","41","2020-12-07","80","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","5","N/A","4","N/A","N/A","4","4","4","4","3","4","4","4","3","4","E2432","43.759407247","-79.196109696","329252.877","4846512.146"
2807664,"4168988","2017","2020","1986","SOCIAL HOUSING","01","Etobicoke North","20 HUMBERLINE DR","11","104","2020-12-06","80","Evaluation needs to be conducted in 2 years","17","4","4","5","3","4","3","4","3","5","N/A","4","4","5","4","4","4","N/A","5","3","N/A","W0125","43.7317363097","-79.6140657224","295538.059","4843285.542"
2807665,"4244530","2017","2020","1962","PRIVATE","16","Don Valley East","35 ST DENNIS DR","10","331","2020-12-05","81","Evaluation needs to be conducted in 2 years","17","5","5","5","3","3","4","4","4","4","N/A","4","3","5","5","4","4","N/A","4","3","N/A","N1630","43.718686691","-79.329087808","318555.705","4841873.706"
2807666,"4154573","2017","2020","1952","PRIVATE","06","York Centre","400-406 WILSON AVE","3","33","2020-12-05","84","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","5","N/A","3","4","4","5","4","4","4","N/A","4","5","N/A","N0629","43.736271595","-79.44053564","309548.598","4843809.657"
2807667,"4154572","2017","2020","1952","PRIVATE","06","York Centre","390-398 WILSON AVE","3","40","2020-12-05","76","Evaluation needs to be conducted in 2 years","16","4","4","5","4","3","4","N/A","5","N/A","2","4","4","5","3","4","3","N/A","4","3","N/A","N0629","43.736611247","-79.439571975","309632.469","4843834.371"
2807668,"4155402","2017","2020","1970","PRIVATE","02","Etobicoke Centre","1 RABBIT LANE","7","33","2020-12-04","72","Evaluation needs to be conducted in 2 years","17","4","3","5","3","4","4","2","3","4","N/A","3","3","5","4","3","4","N/A","4","3","N/A","W0226","43.6584013749","-79.5675840655","299333.331","4835163.389"
2807669,"4154574","2017","2020","1950","PRIVATE","06","York Centre","408-414 WILSON AVE","3","32","2020-12-04","73","Evaluation needs to be conducted in 2 years","16","4","4","4","4","3","4","N/A","4","N/A","3","3","4","5","2","4","3","N/A","4","3","N/A","N0629","43.736205215","-79.44139433","309485.652","4843791.439"
2807670,"4221285","2017","2020","1970","PRIVATE","19","Beaches-East York","390 DAWES RD","14","246","2020-12-04","75","Evaluation needs to be conducted in 2 years","19","3","4","4","4","4","4","4","4","4","4","3","2","3","4","4","4","4","4","4","N/A","S1927","43.7002035696","-79.2982003313","321049.73","4839824.865"
2807671,"4479579","2019","2020","2003","SOCIAL HOUSING","19","Beaches-East York","419 COXWELL AVE","3","44","2020-12-04","73","Evaluation needs to be conducted in 2 years","18","4","4","4","3","4","4","4","3","3","N/A","4","4","4","3","4","4","N/A","3","3","4","S1934","43.677246214","-79.320512949","319256.538","4837271.247"
2807672,"4153944","2017","2020","1950","PRIVATE","12","Toronto-St. Paul's","117 OLD FOREST HILL RD","3","28","2020-12-04","79","Evaluation needs to be conducted in 2 years","17","4","4","5","3","4","4","N/A","4","N/A","3","4","4","5","3","4","4","4","4","4","N/A","S1225","43.701371017","-79.422737402","311011.589","4839938.762"
2807673,"4153947","2017","2020","1967","PRIVATE","12","Toronto-St. Paul's","130 OLD FOREST HILL RD","6","42","2020-12-04","93","Evaluation needs to be conducted in 3 years","18","5","5","5","4","5","4","N/A","5","4","4","5","4","5","5","5","5","5","5","4","N/A","S1225","43.701165271","-79.423448224","310954.318","4839915.849"
2807674,"4153989","2017","2020","1940","PRIVATE","12","Toronto-St. Paul's","63 MAXWELL AVE","3","33","2020-12-04","83","Evaluation needs to be conducted in 2 years","16","4","4","5","4","4","4","N/A","4","N/A","4","4","5","5","3","4","4","N/A","4","4","N/A","S1227","43.705877825","-79.4013471201","312735.285","4840440.348"
2807675,"4155406","2017","2020","1972","PRIVATE","02","Etobicoke Centre","675 MARTIN GROVE RD","11","126","2020-12-04","71","Evaluation needs to be conducted in 2 years","19","4","3","2","4","3","4","3","3","4","3","3","4","5","4","4","4","3","4","3","N/A","W0221","43.6811825432","-79.5647387346","299564.824","4837694.119"
2807676,"4153994","2017","2020","1935","PRIVATE","12","Toronto-St. Paul's","190 COLIN AVE","6","40","2020-12-04","74","Evaluation needs to be conducted in 2 years","16","3","4","5","3","4","3","N/A","4","4","N/A","3","4","5","3","3","4","N/A","4","3","N/A","S1227","43.7055531895","-79.4028556914","312613.742","4840404.134"
2807677,"4153993","2017","2020","1920","PRIVATE","12","Toronto-St. Paul's","137 EGLINTON AVE W","3","18","2020-12-04","70","Evaluation needs to be conducted in 2 years","14","3","4","5","3","3","3","N/A","4","N/A","N/A","3","4","5","3","3","3","N/A","3","N/A","N/A","S1227","43.7054577382","-79.4032997946","312577.96","4840393.486"
2807678,"4153988","2017","2020","1930","PRIVATE","12","Toronto-St. Paul's","2094 YONGE ST","3","10","2020-12-04","72","Evaluation needs to be conducted in 2 years","15","3","4","5","3","4","3","N/A","4","N/A","3","3","4","4","3","3","4","N/A","4","N/A","N/A","S1227","43.702336489","-79.3977985122","313021.757","4840047.252"
2807679,"4153992","2017","2020","1928","PRIVATE","12","Toronto-St. Paul's","48 MAXWELL AVE","3","29","2020-12-04","79","Evaluation needs to be conducted in 2 years","16","4","4","5","4","3","4","N/A","4","N/A","4","4","4","5","3","4","3","N/A","4","4","N/A","S1227","43.7057591622","-79.4018857933","312691.886","4840427.112"
2807680,"4153904","2017","2020","1923","PRIVATE","12","Toronto-St. Paul's","320 LONSDALE RD","4","32","2020-12-04","69","Evaluation needs to be conducted in 2 years","15","4","4","4","3","3","3","N/A","3","N/A","N/A","3","3","4","4","4","3","N/A","4","3","N/A","S1231","43.6890609911","-79.4120929663","311871.215","4838571.051"
2807681,"4153907","2017","2020","1920","PRIVATE","12","Toronto-St. Paul's","321 LONSDALE RD","5","12","2020-12-04","66","Evaluation needs to be conducted in 2 years","16","3","3","3","3","4","4","N/A","4","N/A","N/A","3","3","5","3","3","3","4","3","2","N/A","S1231","43.6886182692","-79.4117661869","311897.61","4838521.893"
2807682,"4269412","2017","2020","1960","PRIVATE","19","Beaches-East York","2903 ST CLAIR AVE E","3","12","2020-12-04","69","Evaluation needs to be conducted in 2 years","15","3","3","3","4","3","4","N/A","3","N/A","N/A","4","3","5","3","3","4","N/A","3","4","N/A","S1927","43.7077283573","-79.3012700088","320800.324","4840660.273"
2807683,"4153943","2018","2020","1950","PRIVATE","12","Toronto-St. Paul's","697 EGLINTON AVE W","4","33","2020-12-04","82","Evaluation needs to be conducted in 2 years","17","4","4","5","4","3","4","N/A","4","N/A","4","4","5","5","4","3","4","5","4","4","N/A","S1225","43.701949088","-79.420034858","311209.892","4839986.927"
2807684,"4296586","2018","2020","1950","PRIVATE","12","Toronto-St. Paul's","699 EGLINTON AVE W","4","27","2020-12-04","84","Evaluation needs to be conducted in 2 years","17","4","4","5","3","3","4","N/A","4","N/A","4","4","5","5","4","4","4","5","5","4","N/A","S1225","43.701892029","-79.420288428","311187.066","4839991.887"
2807685,"4296588","2018","2020","1950","PRIVATE","12","Toronto-St. Paul's","701 EGLINTON AVE W","4","32","2020-12-04","84","Evaluation needs to be conducted in 2 years","17","4","4","5","3","3","4","N/A","4","N/A","4","4","5","5","4","4","4","5","5","4","N/A","S1225","43.701862989","-79.420565472","311172.27","4839988.114"
2807686,"4153946","2017","2020","1930","PRIVATE","12","Toronto-St. Paul's","779 EGLINTON AVE W","3","17","2020-12-04","80","Evaluation needs to be conducted in 2 years","16","3","4","5","4","4","4","N/A","4","N/A","4","4","4","5","3","4","4","N/A","4","4","N/A","S1225","43.7009995731","-79.4241109809","310901.18","4839896.436"
2807687,"4154601","2017","2020","1955","PRIVATE","06","York Centre","4114 BATHURST ST","4","17","2020-12-04","80","Evaluation needs to be conducted in 2 years","17","4","4","5","4","4","4","N/A","5","N/A","3","4","4","5","4","4","4","3","4","3","N/A","N0629","43.746147891","-79.4365743","309892.583","4844912.259"
2807688,"4154654","2017","2020","1960","PRIVATE","08","Eglinton-Lawrence","2895 BATHURST ST","5","60","2020-12-04","76","Evaluation needs to be conducted in 2 years","17","4","4","4","4","4","4","N/A","3","4","N/A","4","3","5","3","4","4","4","4","3","N/A","N0828","43.7147716704","-79.4283731073","310556.341","4841426.127"
2807689,"4153889","2017","2020","1970","PRIVATE","12","Toronto-St. Paul's","250 ST CLAIR AVE W","4","45","2020-12-04","80","Evaluation needs to be conducted in 2 years","18","4","4","5","4","4","3","4","4","3","N/A","4","4","5","4","4","4","4","4","4","N/A","S1231","43.6857216141","-79.4075167985","312240.538","4838200.444"
2807690,"4152637","2019","2020","1954","PRIVATE","21","Scarborough Centre","1601 VICTORIA PARK AVE","4","54","2020-12-04","75","Evaluation needs to be conducted in 2 years","17","3","4","4","3","4","3","N/A","4","N/A","3","4","4","5","3","4","4","4","4","4","N/A","E2131","43.7297667593","-79.3043160261","320549.063","4843108.053"
2807691,"4152638","2019","2020","1954","PRIVATE","21","Scarborough Centre","1607 VICTORIA PARK AVE","4","54","2020-12-04","71","Evaluation needs to be conducted in 2 years","17","3","4","4","3","3","3","N/A","4","N/A","3","3","3","5","3","4","3","4","4","4","N/A","E2131","43.7303493806","-79.3045356684","320531.217","4843172.736"
2807692,"4152643","2017","2020","1954","PRIVATE","21","Scarborough Centre","1689 VICTORIA PARK AVE","4","54","2020-12-04","76","Evaluation needs to be conducted in 2 years","17","3","4","4","4","3","3","N/A","4","N/A","4","4","4","5","4","3","4","4","4","4","N/A","E2131","43.7354870834","-79.3066470427","320359.803","4843743.106"
2807693,"4154662","2017","2020","1965","PRIVATE","08","Eglinton-Lawrence","3311 BATHURST ST","9","102","2020-12-04","79","Evaluation needs to be conducted in 2 years","18","5","4","4","3","4","4","2","2","3","N/A","4","5","5","5","4","4","5","5","3","N/A","N0824","43.7246901673","-79.4304297831","310389.702","4842527.889"
